"","ABI","Curso","Turno","Materia","Conceito","CPFEncrypted","Posmateria","StatusFinal","TempoPermanencia"
"1","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 2","MM","589",-4,"NÃO FORMATURA",3
"2","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO NUMERICO","MS","589",1,"NÃO FORMATURA",3
"3","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 1","MM","589",-5,"NÃO FORMATURA",3
"4","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO DE PROBABILIDADE 1","Inconcluído","589",3,"NÃO FORMATURA",3
"5","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","PROBABILIDADE E ESTATISTICA","MM","589",-4,"NÃO FORMATURA",3
"6","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 3","MM","589",-1,"NÃO FORMATURA",3
"7","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","METODOS ESTATISTICOS 1","MM","589",2,"NÃO FORMATURA",3
"8","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","EQUACOES DIFERENCIAIS 1","MM","589",1,"NÃO FORMATURA",3
"9","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO DE PROBABILIDADE 1","Inconcluído","589",2,"NÃO FORMATURA",3
"10","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTATISTICA EXPLORATORIA 1","MS","589",1,"NÃO FORMATURA",3
"11","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INTRODUCAO A ALGEBRA LINEAR","MM","589",-2,"NÃO FORMATURA",3
"12","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INFERENCIA ESTATISTICA","Inconcluído","436",10,"FORMATURA",14
"13","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO DE PROBABILIDADE 2","MM","436",13,"FORMATURA",14
"14","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","TECNICAS DE AMOSTRAGEM","MM","436",12,"FORMATURA",14
"15","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","PLANEJAMENTO E PESQUISA 1","MM","436",12,"FORMATURA",14
"16","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO DE PROBABILIDADE 1","MM","436",7,"FORMATURA",14
"17","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO DE PROBABILIDADE 2","Inconcluído","436",9,"FORMATURA",14
"18","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTAGIO SUPERVISIONADO EM ESTATISTICA 1","SS","436",13,"FORMATURA",14
"19","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CONTROLE ESTATISTICO DE QUALIDADE","MM","436",14,"FORMATURA",14
"20","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","DEMOGRAFIA","MM","436",6,"FORMATURA",14
"21","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO NUMERICO","Inconcluído","436",5,"FORMATURA",14
"22","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","EQUACOES DIFERENCIAIS 1","MM","436",13,"FORMATURA",14
"23","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTAGIO SUPERVISIONADO EM ESTATISTICA 2","SS","436",14,"FORMATURA",14
"24","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ANALISE MULTIVARIADA 1","MM","436",12,"FORMATURA",14
"25","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO NUMERICO","MM","436",7,"FORMATURA",14
"26","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","APLICACOES DA ESTATISTICA 1","MM","436",14,"FORMATURA",14
"27","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 3","MM","436",6,"FORMATURA",14
"28","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTATISTICA EXPLORATORIA 2","MM","436",2,"FORMATURA",14
"29","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INTRODUCAO A PROBABILIDADE","MM","436",3,"FORMATURA",14
"30","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INFERENCIA ESTATISTICA","MM","436",11,"FORMATURA",14
"31","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","APLICACOES DA ESTATISTICA 1","Inconcluído","436",13,"FORMATURA",14
"32","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 2","MM","436",4,"FORMATURA",14
"33","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","EQUACOES DIFERENCIAIS 1","Inconcluído","436",8,"FORMATURA",14
"34","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","METODOS ESTATISTICOS 1","MM","436",4,"FORMATURA",14
"35","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 1","Inconcluído","436",1,"FORMATURA",14
"36","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 1","MM","436",2,"FORMATURA",14
"37","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INFERENCIA ESTATISTICA","Inconcluído","436",9,"FORMATURA",14
"38","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","EQUACOES DIFERENCIAIS 1","Inconcluído","436",5,"FORMATURA",14
"39","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 2","Inconcluído","436",3,"FORMATURA",14
"40","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 3","Inconcluído","436",5,"FORMATURA",14
"41","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INTRODUCAO A ALGEBRA LINEAR","MM","436",3,"FORMATURA",14
"42","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO DE PROBABILIDADE 2","Inconcluído","436",11,"FORMATURA",14
"43","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INFERENCIA ESTATISTICA","Inconcluído","436",8,"FORMATURA",14
"44","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INTRODUCAO A ALGEBRA LINEAR","Inconcluído","436",2,"FORMATURA",14
"45","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTATISTICA EXPLORATORIA 1","MS","436",1,"FORMATURA",14
"46","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 3","Inconcluído","490",1,"NÃO FORMATURA",5
"47","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTATISTICA EXPLORATORIA 2","SS","490",2,"NÃO FORMATURA",5
"48","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTATISTICA EXPLORATORIA 1","MS","490",1,"NÃO FORMATURA",5
"49","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INTRODUCAO A ALGEBRA LINEAR","CC","490",-10,"NÃO FORMATURA",5
"50","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INTRODUCAO A PROBABILIDADE","MM","490",2,"NÃO FORMATURA",5
"51","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 3","Inconcluído","490",2,"NÃO FORMATURA",5
"52","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INTRODUCAO A PROBABILIDADE","Inconcluído","490",1,"NÃO FORMATURA",5
"53","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 1","CC","490",-10,"NÃO FORMATURA",5
"54","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 2","MM","490",-10,"NÃO FORMATURA",5
"55","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","DEMOGRAFIA","MM","360",4,"NÃO FORMATURA",10
"56","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INTRODUCAO A PROBABILIDADE","MM","360",2,"NÃO FORMATURA",10
"57","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO DE PROBABILIDADE 2","MM","360",7,"NÃO FORMATURA",10
"58","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","EQUACOES DIFERENCIAIS 1","Inconcluído","360",6,"NÃO FORMATURA",10
"59","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","METODOS ESTATISTICOS 1","MS","360",3,"NÃO FORMATURA",10
"60","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INFERENCIA ESTATISTICA","Inconcluído","360",7,"NÃO FORMATURA",10
"61","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO NUMERICO","MM","360",4,"NÃO FORMATURA",10
"62","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INTRODUCAO A ALGEBRA LINEAR","MM","360",3,"NÃO FORMATURA",10
"63","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTATISTICA EXPLORATORIA 2","SS","360",2,"NÃO FORMATURA",10
"64","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 2","MM","360",3,"NÃO FORMATURA",10
"65","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO DE PROBABILIDADE 1","MM","360",6,"NÃO FORMATURA",10
"66","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INFERENCIA ESTATISTICA","Inconcluído","360",9,"NÃO FORMATURA",10
"67","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 3","Inconcluído","360",4,"NÃO FORMATURA",10
"68","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 2","Inconcluído","360",2,"NÃO FORMATURA",10
"69","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","MATEMATICA 1","CC","360",1,"NÃO FORMATURA",10
"70","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 1","MM","360",1,"NÃO FORMATURA",10
"71","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTATISTICA EXPLORATORIA 1","MS","360",1,"NÃO FORMATURA",10
"72","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 3","MM","360",5,"NÃO FORMATURA",10
"73","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","DEMOGRAFIA","MM","223",8,"FORMATURA",15
"74","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTATISTICA EXPLORATORIA 2","MM","223",2,"FORMATURA",15
"75","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","METODOS ESTATISTICOS 1","MM","223",4,"FORMATURA",15
"76","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO DE PROBABILIDADE 1","MM","223",7,"FORMATURA",15
"77","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO NUMERICO","Inconcluído","223",5,"FORMATURA",15
"78","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO NUMERICO","Inconcluído","223",6,"FORMATURA",15
"79","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 1","MM","223",1,"FORMATURA",15
"80","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO DE PROBABILIDADE 2","MM","223",15,"FORMATURA",15
"81","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO NUMERICO","Inconcluído","223",8,"FORMATURA",15
"82","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INTRODUCAO A ALGEBRA LINEAR","MM","223",6,"FORMATURA",15
"83","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO DE PROBABILIDADE 2","Inconcluído","223",13,"FORMATURA",15
"84","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTAGIO SUPERVISIONADO EM ESTATISTICA 1","MS","223",12,"FORMATURA",15
"85","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INFERENCIA ESTATISTICA","Inconcluído","223",8,"FORMATURA",15
"86","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO NUMERICO","Inconcluído","223",9,"FORMATURA",15
"87","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","PLANEJAMENTO E PESQUISA 1","MM","223",11,"FORMATURA",15
"88","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","EQUACOES DIFERENCIAIS 1","MM","223",10,"FORMATURA",15
"89","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTAGIO SUPERVISIONADO EM ESTATISTICA 2","MM","223",13,"FORMATURA",15
"90","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INTRODUCAO A PROBABILIDADE","Inconcluído","223",2,"FORMATURA",15
"91","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTATISTICA EXPLORATORIA 1","MS","223",1,"FORMATURA",15
"92","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","TECNICAS DE AMOSTRAGEM","MM","223",11,"FORMATURA",15
"93","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO NUMERICO","MM","223",13,"FORMATURA",15
"94","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO DE PROBABILIDADE 2","Inconcluído","223",11,"FORMATURA",15
"95","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INTRODUCAO A ALGEBRA LINEAR","Inconcluído","223",2,"FORMATURA",15
"96","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 3","Inconcluído","223",4,"FORMATURA",15
"97","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ANALISE MULTIVARIADA 1","MM","223",11,"FORMATURA",15
"98","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","APLICACOES DA ESTATISTICA 1","MM","223",12,"FORMATURA",15
"99","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 3","MM","223",6,"FORMATURA",15
"100","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO NUMERICO","Inconcluído","223",4,"FORMATURA",15
"101","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 2","Inconcluído","223",2,"FORMATURA",15
"102","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 3","Inconcluído","223",5,"FORMATURA",15
"103","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO DE PROBABILIDADE 2","Inconcluído","223",9,"FORMATURA",15
"104","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CONTROLE ESTATISTICO DE QUALIDADE","MS","223",11,"FORMATURA",15
"105","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","EQUACOES DIFERENCIAIS 1","Inconcluído","223",7,"FORMATURA",15
"106","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 2","MM","223",3,"FORMATURA",15
"107","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INFERENCIA ESTATISTICA","Inconcluído","223",9,"FORMATURA",15
"108","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INFERENCIA ESTATISTICA","MM","223",10,"FORMATURA",15
"109","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INTRODUCAO A PROBABILIDADE","MM","223",3,"FORMATURA",15
"110","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTATISTICA EXPLORATORIA 1","Inconcluído","805",2,"NÃO FORMATURA",3
"111","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 1","Inconcluído","805",3,"NÃO FORMATURA",3
"112","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 1","Inconcluído","805",2,"NÃO FORMATURA",3
"113","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTATISTICA EXPLORATORIA 1","Inconcluído","805",3,"NÃO FORMATURA",3
"114","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 2","MM","223",3,"FORMATURA",11
"115","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 3","Inconcluído","223",4,"FORMATURA",11
"116","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CONTROLE ESTATISTICO DE QUALIDADE","SS","223",8,"FORMATURA",11
"117","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INTRODUCAO A PROBABILIDADE","MM","223",2,"FORMATURA",11
"118","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","APLICACOES DA ESTATISTICA 1","MS","223",10,"FORMATURA",11
"119","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","METODOS ESTATISTICOS 1","MM","223",3,"FORMATURA",11
"120","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTATISTICA EXPLORATORIA 2","SS","223",2,"FORMATURA",11
"121","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO NUMERICO","Inconcluído","223",4,"FORMATURA",11
"122","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","EQUACOES DIFERENCIAIS 1","Inconcluído","223",5,"FORMATURA",11
"123","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","MATEMATICA 1","CC","223",1,"FORMATURA",11
"124","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO NUMERICO","MM","223",5,"FORMATURA",11
"125","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","DEMOGRAFIA","MS","223",5,"FORMATURA",11
"126","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 2","Inconcluído","223",2,"FORMATURA",11
"127","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 3","MM","223",5,"FORMATURA",11
"128","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO DE PROBABILIDADE 1","MS","223",6,"FORMATURA",11
"129","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ANALISE MULTIVARIADA 1","SS","223",8,"FORMATURA",11
"130","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INFERENCIA ESTATISTICA","MM","223",7,"FORMATURA",11
"131","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INTRODUCAO A ALGEBRA LINEAR","MM","223",2,"FORMATURA",11
"132","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTAGIO SUPERVISIONADO EM ESTATISTICA 2","SS","223",10,"FORMATURA",11
"133","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 1","MM","223",1,"FORMATURA",11
"134","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTATISTICA EXPLORATORIA 1","MS","223",1,"FORMATURA",11
"135","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","TECNICAS DE AMOSTRAGEM","MS","223",8,"FORMATURA",11
"136","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO DE PROBABILIDADE 2","MM","223",8,"FORMATURA",11
"137","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTAGIO SUPERVISIONADO EM ESTATISTICA 1","SS","223",9,"FORMATURA",11
"138","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","EQUACOES DIFERENCIAIS 1","MM","223",6,"FORMATURA",11
"139","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","PLANEJAMENTO E PESQUISA 1","MM","223",8,"FORMATURA",11
"140","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO NUMERICO","MM","120",5,"FORMATURA",13
"141","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 2","MM","120",3,"FORMATURA",13
"142","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","EQUACOES DIFERENCIAIS 1","MS","120",4,"FORMATURA",13
"143","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTAGIO SUPERVISIONADO EM ESTATISTICA 1","MS","120",9,"FORMATURA",13
"144","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INTRODUCAO A PROBABILIDADE","MM","120",2,"FORMATURA",13
"145","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INFERENCIA ESTATISTICA","MM","120",7,"FORMATURA",13
"146","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO DE PROBABILIDADE 1","Inconcluído","120",5,"FORMATURA",13
"147","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTATISTICA EXPLORATORIA 2","MS","120",2,"FORMATURA",13
"148","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTAGIO SUPERVISIONADO EM ESTATISTICA 2","SS","120",11,"FORMATURA",13
"149","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTATISTICA EXPLORATORIA 1","MS","120",1,"FORMATURA",13
"150","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","TECNICAS DE AMOSTRAGEM","MS","120",8,"FORMATURA",13
"151","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO DE PROBABILIDADE 1","MS","120",6,"FORMATURA",13
"152","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTAGIO SUPERVISIONADO EM ESTATISTICA 2","Inconcluído","120",10,"FORMATURA",13
"153","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","APLICACOES DA ESTATISTICA 1","MM","120",10,"FORMATURA",13
"154","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 1","MM","120",1,"FORMATURA",13
"155","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INTRODUCAO A ALGEBRA LINEAR","MM","120",3,"FORMATURA",13
"156","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","METODOS ESTATISTICOS 1","MM","120",3,"FORMATURA",13
"157","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 3","MM","120",4,"FORMATURA",13
"158","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","PLANEJAMENTO E PESQUISA 1","MM","120",8,"FORMATURA",13
"159","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CONTROLE ESTATISTICO DE QUALIDADE","SS","120",8,"FORMATURA",13
"160","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ANALISE MULTIVARIADA 1","MS","120",8,"FORMATURA",13
"161","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO DE PROBABILIDADE 2","MM","120",8,"FORMATURA",13
"162","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","DEMOGRAFIA","MS","120",5,"FORMATURA",13
"163","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 2","Inconcluído","120",2,"FORMATURA",13
"164","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INFERENCIA ESTATISTICA","Inconcluído","490",1,"NÃO FORMATURA",3
"165","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 3","CC","490",-31,"NÃO FORMATURA",3
"166","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","EQUACOES DIFERENCIAIS 1","CC","490",-31,"NÃO FORMATURA",3
"167","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO DE PROBABILIDADE 1","Inconcluído","490",2,"NÃO FORMATURA",3
"168","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 2","CC","490",-31,"NÃO FORMATURA",3
"169","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO DE PROBABILIDADE 1","MM","490",4,"NÃO FORMATURA",3
"170","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTATISTICA EXPLORATORIA 2","MS","490",3,"NÃO FORMATURA",3
"171","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INTRODUCAO A ALGEBRA LINEAR","MM","490",-28,"NÃO FORMATURA",3
"172","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO DE PROBABILIDADE 1","Inconcluído","490",3,"NÃO FORMATURA",3
"173","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO NUMERICO","CC","490",-31,"NÃO FORMATURA",3
"174","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","METODOS ESTATISTICOS 1","MM","490",2,"NÃO FORMATURA",3
"175","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 1","CC","490",-31,"NÃO FORMATURA",3
"176","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTATISTICA EXPLORATORIA 1","MM","490",1,"NÃO FORMATURA",3
"177","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","PROBABILIDADE E ESTATISTICA","CC","490",-31,"NÃO FORMATURA",3
"178","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTAGIO SUPERVISIONADO EM ESTATISTICA 1","SS","355",10,"FORMATURA",11
"179","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 3","MM","355",6,"FORMATURA",11
"180","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INTRODUCAO A ALGEBRA LINEAR","MS","355",2,"FORMATURA",11
"181","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CONTROLE ESTATISTICO DE QUALIDADE","MS","355",10,"FORMATURA",11
"182","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","PLANEJAMENTO E PESQUISA 1","MS","355",9,"FORMATURA",11
"183","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO NUMERICO","MS","355",6,"FORMATURA",11
"184","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","APLICACOES DA ESTATISTICA 1","SS","355",10,"FORMATURA",11
"185","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 3","Inconcluído","355",5,"FORMATURA",11
"186","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ANALISE MULTIVARIADA 1","SS","355",9,"FORMATURA",11
"187","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 2","Inconcluído","355",2,"FORMATURA",11
"188","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTAGIO SUPERVISIONADO EM ESTATISTICA 2","SS","355",11,"FORMATURA",11
"189","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 2","Inconcluído","355",3,"FORMATURA",11
"190","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","EQUACOES DIFERENCIAIS 1","MS","355",6,"FORMATURA",11
"191","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INFERENCIA ESTATISTICA","MM","355",8,"FORMATURA",11
"192","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTATISTICA EXPLORATORIA 1","MS","355",1,"FORMATURA",11
"193","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 2","MM","355",4,"FORMATURA",11
"194","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO DE PROBABILIDADE 1","MM","355",7,"FORMATURA",11
"195","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","METODOS ESTATISTICOS 1","MM","355",3,"FORMATURA",11
"196","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","TECNICAS DE AMOSTRAGEM","MS","355",9,"FORMATURA",11
"197","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO DE PROBABILIDADE 2","MS","355",8,"FORMATURA",11
